parameter,value,se_sa,rse_sa
ka_pop,0.0019085259315628,0.0122415631529625,641.414557199048
V_pop,4.02603155325419e-05,0.00038780457414358,963.242759064128
Cl_pop,0.0216329029526579,0.294165260712417,1359.80483690135
omega_ka,4.78178390409238,nan,nan
omega_V,9.26320845808125,10.3371603765127,111.593735834527
omega_Cl,7.20236347527195,5.73245188524631,79.5912606317034
a,71.3001317594168,2.81831031512118,3.95274208556978
b,0.3,nan,nan
