Tk0_pop,0.0102,0.00235,0.000165,0.000631,-0.00013,0.0027,-2.88e-05,0.000384,0.000987,-0.00133,-0.000123,5.55e-05,-4.72e-05,-0.000429,nan,-4.89e-06
V_pop,0.00235,0.00825,-0.0075,-0.00143,0.0013,-0.00269,1.71e-05,0.00142,-0.00134,0.000134,-0.000801,-0.000128,1.97e-05,0.000155,nan,1.48e-05
beta_V_SEX_M,0.000165,-0.0075,0.0133,0.00131,-0.00194,0.00276,-1.8e-05,-0.00284,0.000716,-0.00034,0.00172,0.000352,2.64e-05,0.000343,nan,-1.71e-05
k_pop,0.000631,-0.00143,0.00131,0.00272,-0.00229,0.00141,-3.36e-06,-0.000648,0.00248,6.27e-05,-0.000355,2e-05,-9.46e-05,-0.00038,nan,-2.49e-07
beta_k_SEX_M,-0.00013,0.0013,-0.00194,-0.00229,0.00356,-0.00115,3.7e-06,0.00135,-0.00108,-6.5e-05,2.26e-05,-3.22e-05,1.36e-05,8.1e-05,nan,6.39e-06
k12_pop,0.0027,-0.00269,0.00276,0.00141,-0.00115,0.242,-0.00365,0.0172,-0.000632,-0.0039,0.00915,0.000548,-0.000214,0.000332,nan,6.7e-05
beta_k12_WEIGHT,-2.88e-05,1.71e-05,-1.8e-05,-3.36e-06,3.7e-06,-0.00365,5.64e-05,-0.000353,3.16e-05,5.95e-05,-0.000147,-7.85e-06,2.5e-06,-1.56e-05,nan,-8.02e-07
beta_k12_SEX_M,0.000384,0.00142,-0.00284,-0.000648,0.00135,0.0172,-0.000353,0.0149,-0.00025,-0.000296,0.00051,-1.26e-05,-5.39e-06,-0.0015,nan,6.43e-05
k21_pop,0.000987,-0.00134,0.000716,0.00248,-0.00108,-0.000632,3.16e-05,-0.00025,0.00875,5.6e-05,-0.000777,4.01e-05,-6.14e-05,-0.000326,nan,-2.56e-05
omega_Tk0,-0.00133,0.000134,-0.00034,6.27e-05,-6.5e-05,-0.0039,5.95e-05,-0.000296,5.6e-05,0.00657,0.0032,0.000742,-6.2e-05,-0.00024,nan,-4.11e-07
corr_V_Tk0,-0.000123,-0.000801,0.00172,-0.000355,2.26e-05,0.00915,-0.000147,0.00051,-0.000777,0.0032,0.0342,0.0022,0.000175,0.00134,nan,2.28e-07
omega_V,5.55e-05,-0.000128,0.000352,2e-05,-3.22e-05,0.000548,-7.85e-06,-1.26e-05,4.01e-05,0.000742,0.0022,0.00219,6.08e-05,-5.23e-05,nan,-1.49e-05
omega_k,-4.72e-05,1.97e-05,2.64e-05,-9.46e-05,1.36e-05,-0.000214,2.5e-06,-5.39e-06,-6.14e-05,-6.2e-05,0.000175,6.08e-05,0.000528,0.000171,nan,-2.05e-05
omega_k12,-0.000429,0.000155,0.000343,-0.00038,8.1e-05,0.000332,-1.56e-05,-0.0015,-0.000326,-0.00024,0.00134,-5.23e-05,0.000171,0.00551,nan,-0.000143
a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
b,-4.89e-06,1.48e-05,-1.71e-05,-2.49e-07,6.39e-06,6.7e-05,-8.02e-07,6.43e-05,-2.56e-05,-4.11e-07,2.28e-07,-1.49e-05,-2.05e-05,-0.000143,nan,6.57e-05
